symbol,exp_month,time,open,high,low,close,volume
BRF,202509,2025-07-18 17:30:00,2060.0,2060.0,2060.0,2060.0,1
BRF,202509,2025-07-18 20:05:00,2068.0,2069.0,2068.0,2069.0,2
BRF,202509,2025-07-18 20:20:00,2069.0,2069.0,2069.0,2069.0,1
BRF,202509,2025-07-18 23:35:00,2038.0,2038.0,2038.0,2038.0,1
BRF,202509,2025-07-18 23:37:00,2037.5,2037.5,2037.5,2037.5,1
BRF,202509,2025-07-18 23:38:00,2035.0,2035.0,2035.0,2035.0,1
BRF,202509,2025-07-19 00:22:00,2039.0,2039.0,2039.0,2039.0,1
BRF,202509,2025-07-19 00:34:00,2037.5,2037.5,2037.5,2037.5,1
BRF,202509,2025-07-19 00:35:00,2037.5,2037.5,2037.5,2037.5,1
BRF,202509,2025-07-21 09:01:00,2025.0,2025.0,2025.0,2025.0,1
BRF,202509,2025-07-21 11:16:00,2040.0,2040.0,2040.0,2040.0,1
BRF,202509,2025-07-21 11:18:00,2040.0,2040.0,2040.0,2040.0,2
BRF,202510,2025-07-18 20:05:00,2028.0,2028.0,2028.0,2028.0,1
BRF,202510,2025-07-18 20:20:00,2029.0,2029.0,2029.0,2029.0,1
BRF,202510,2025-07-21 09:28:00,2004.5,2004.5,2004.5,2004.5,1
BTF,202508,2025-07-21 09:23:00,3767.0,3767.0,3767.0,3767.0,1
CAF,202508,2025-07-21 09:00:00,29.55,29.55,29.55,29.55,3
CAF,202508,2025-07-21 09:02:00,29.6,29.6,29.6,29.6,7
CAF,202508,2025-07-21 09:03:00,29.75,29.8,29.75,29.8,9
CAF,202508,2025-07-21 09:04:00,29.8,29.8,29.8,29.8,1
CAF,202508,2025-07-21 09:05:00,29.8,29.8,29.75,29.75,48
CAF,202508,2025-07-21 09:06:00,29.85,29.85,29.85,29.85,24
CAF,202508,2025-07-21 09:07:00,29.95,30.0,29.95,30.0,3
CAF,202508,2025-07-21 09:08:00,30.0,30.0,29.95,29.95,20
CAF,202508,2025-07-21 09:09:00,30.0,30.0,29.95,30.0,4
CAF,202508,2025-07-21 09:10:00,30.0,30.0,29.9,29.9,15
CAF,202508,2025-07-21 09:11:00,29.9,29.9,29.85,29.85,4
CAF,202508,2025-07-21 09:12:00,29.85,29.85,29.85,29.85,1
CAF,202508,2025-07-21 09:13:00,29.85,29.85,29.85,29.85,1
CAF,202508,2025-07-21 09:14:00,29.8,29.8,29.75,29.75,26
CAF,202508,2025-07-21 09:15:00,29.75,29.75,29.7,29.75,4
CAF,202508,2025-07-21 09:16:00,29.8,29.85,29.8,29.85,26
CAF,202508,2025-07-21 09:17:00,29.9,29.9,29.9,29.9,30
CAF,202508,2025-07-21 09:18:00,29.9,30.0,29.9,29.95,4
CAF,202508,2025-07-21 09:19:00,29.9,29.95,29.9,29.95,2
CAF,202508,2025-07-21 09:20:00,29.9,29.9,29.85,29.9,23
CAF,202508,2025-07-21 09:21:00,29.95,30.0,29.95,30.0,8
CAF,202508,2025-07-21 09:22:00,29.95,29.95,29.95,29.95,1
CAF,202508,2025-07-21 09:23:00,30.0,30.0,29.95,29.95,14
CAF,202508,2025-07-21 09:25:00,30.0,30.0,29.95,30.0,18
CAF,202508,2025-07-21 09:26:00,30.0,30.0,30.0,30.0,2
CAF,202508,2025-07-21 09:27:00,29.95,29.95,29.9,29.9,19
CAF,202508,2025-07-21 09:28:00,29.9,29.9,29.9,29.9,2
CAF,202508,2025-07-21 09:29:00,29.85,29.85,29.75,29.75,11
CAF,202508,2025-07-21 09:31:00,29.75,29.75,29.75,29.75,1
CAF,202508,2025-07-21 09:32:00,29.7,29.7,29.65,29.65,36
CAF,202508,2025-07-21 09:33:00,29.65,29.65,29.65,29.65,2
CAF,202508,2025-07-21 09:35:00,29.65,29.65,29.65,29.65,5
CAF,202508,2025-07-21 09:36:00,29.65,29.65,29.6,29.6,11
CAF,202508,2025-07-21 09:37:00,29.6,29.6,29.55,29.55,6
CAF,202508,2025-07-21 09:38:00,29.55,29.55,29.55,29.55,1
