symbol,exp_month,time,open,high,low,close,volume
BRF,202607,2026-05-05 15:21:00,3587.5,3587.5,3587.5,3587.5,1
BRF,202607,2026-05-05 15:22:00,3587.5,3587.5,3587.5,3587.5,1
BRF,202607,2026-05-05 15:26:00,3588.0,3588.0,3588.0,3588.0,5
BRF,202607,2026-05-05 15:28:00,3600.0,3600.0,3600.0,3600.0,1
BRF,202607,2026-05-05 15:38:00,3564.0,3564.0,3564.0,3564.0,1
BRF,202607,2026-05-05 16:53:00,3550.0,3550.0,3550.0,3550.0,1
BRF,202607,2026-05-05 17:16:00,3573.0,3573.0,3573.0,3573.0,1
BRF,202607,2026-05-05 17:53:00,3572.5,3572.5,3572.5,3572.5,1
BRF,202607,2026-05-05 19:19:00,3593.0,3593.0,3593.0,3593.0,1
BRF,202607,2026-05-05 20:09:00,3567.0,3567.0,3567.0,3567.0,1
BRF,202607,2026-05-05 20:15:00,3540.0,3540.0,3540.0,3540.0,1
BRF,202607,2026-05-05 20:16:00,3552.5,3552.5,3552.5,3552.5,1
BRF,202607,2026-05-05 21:08:00,3515.0,3515.0,3515.0,3515.0,1
BRF,202607,2026-05-05 21:37:00,3533.0,3533.0,3533.0,3533.0,1
BRF,202607,2026-05-05 22:04:00,3516.0,3516.0,3516.0,3516.0,1
BRF,202607,2026-05-05 22:08:00,3500.0,3500.0,3500.0,3500.0,1
BRF,202607,2026-05-05 22:13:00,3500.0,3500.0,3500.0,3500.0,1
BRF,202607,2026-05-05 23:12:00,3500.0,3500.0,3500.0,3500.0,1
BRF,202607,2026-05-05 23:35:00,3493.0,3493.0,3493.0,3493.0,1
BRF,202607,2026-05-05 23:46:00,3490.0,3490.0,3490.0,3490.0,1
BRF,202607,2026-05-05 23:47:00,3485.0,3485.0,3485.0,3485.0,1
BRF,202607,2026-05-06 01:07:00,3488.0,3488.0,3488.0,3488.0,1
BRF,202607,2026-05-06 01:30:00,3483.5,3483.5,3483.5,3483.5,1
BRF,202607,2026-05-06 01:31:00,3478.5,3478.5,3478.5,3478.5,1
BRF,202607,2026-05-06 01:32:00,3478.0,3478.0,3478.0,3478.0,1
BRF,202607,2026-05-06 01:34:00,3477.5,3477.5,3477.5,3477.5,1
BRF,202607,2026-05-06 01:51:00,3483.0,3483.0,3483.0,3483.0,1
BRF,202607,2026-05-06 01:52:00,3482.5,3482.5,3482.5,3482.5,1
BRF,202607,2026-05-06 09:09:00,3428.5,3428.5,3428.5,3428.5,1
BRF,202607,2026-05-06 09:13:00,3431.0,3431.0,3431.0,3431.0,1
BRF,202607,2026-05-06 09:19:00,3431.0,3431.0,3431.0,3431.0,1
BRF,202607,2026-05-06 09:38:00,3401.5,3401.5,3401.5,3401.5,1
BRF,202607,2026-05-06 09:52:00,3408.5,3408.5,3408.5,3408.5,1
BRF,202607,2026-05-06 09:53:00,3407.5,3407.5,3407.5,3407.5,1
BRF,202607,2026-05-06 09:54:00,3412.0,3412.0,3411.0,3411.0,2
BRF,202607,2026-05-06 09:56:00,3412.0,3412.0,3412.0,3412.0,1
BRF,202607,2026-05-06 09:57:00,3412.0,3412.0,3412.0,3412.0,1
BRF,202607,2026-05-06 10:13:00,3416.5,3416.5,3416.5,3416.5,1
BRF,202607,2026-05-06 10:16:00,3415.5,3415.5,3415.5,3415.5,1
BRF,202607,2026-05-06 10:22:00,3418.0,3418.0,3418.0,3418.0,1
BRF,202607,2026-05-06 13:15:00,3420.0,3420.0,3420.0,3420.0,1
BRF,202608,2026-05-05 16:50:00,3375.0,3375.0,3375.0,3375.0,1
BRF,202608,2026-05-05 19:00:00,3400.0,3400.0,3400.0,3400.0,1
