symbol,exp_month,time,open,high,low,close,volume
BRF,202603,2026-01-28 16:11:00,2122.5,2122.5,2122.5,2122.5,15
BRF,202603,2026-01-28 16:24:00,2106.5,2106.5,2106.5,2106.5,11
BRF,202603,2026-01-29 09:08:00,2160.0,2160.0,2160.0,2160.0,11
BRF,202603,2026-01-29 09:09:00,2158.5,2158.5,2158.5,2158.5,11
BRF,202603,2026-01-29 09:10:00,2157.5,2157.5,2157.5,2157.5,4
BRF,202603,2026-01-29 10:05:00,2165.5,2165.5,2165.5,2165.5,1
BRF,202603,2026-01-29 10:09:00,2161.5,2161.5,2161.5,2161.5,11
BRF,202603,2026-01-29 10:10:00,2163.0,2163.0,2163.0,2163.0,11
BRF,202603,2026-01-29 10:48:00,2165.0,2165.0,2165.0,2165.0,1
BRF,202603,2026-01-29 10:49:00,2165.0,2165.0,2165.0,2165.0,1
BRF,202604,2026-01-28 15:04:00,2087.0,2087.0,2087.0,2087.0,1
BRF,202604,2026-01-28 15:14:00,2085.0,2085.0,2085.0,2085.0,5
BRF,202604,2026-01-28 15:16:00,2082.0,2082.0,2082.0,2082.0,1
BRF,202604,2026-01-28 15:17:00,2083.5,2083.5,2083.5,2083.5,10
BRF,202604,2026-01-28 15:47:00,2080.0,2080.0,2080.0,2080.0,1
BRF,202604,2026-01-28 16:11:00,2087.0,2087.0,2087.0,2087.0,15
BRF,202604,2026-01-28 16:24:00,2075.0,2075.0,2075.0,2075.0,11
BRF,202604,2026-01-28 16:59:00,2086.5,2086.5,2086.5,2086.5,5
BRF,202604,2026-01-28 18:23:00,2080.0,2080.0,2080.0,2080.0,1
BRF,202604,2026-01-28 18:27:00,2072.0,2072.0,2072.0,2072.0,1
BRF,202604,2026-01-29 09:06:00,2120.0,2120.0,2120.0,2120.0,1
BRF,202604,2026-01-29 09:10:00,2119.5,2119.5,2119.5,2119.5,1
BRF,202604,2026-01-29 09:13:00,2121.0,2121.0,2121.0,2121.0,11
BRF,202604,2026-01-29 09:14:00,2124.0,2124.0,2124.0,2124.0,2
BRF,202604,2026-01-29 10:48:00,2127.5,2127.5,2127.5,2127.5,10
BRF,202604,2026-01-29 11:15:00,2131.0,2131.0,2131.0,2131.0,15
BRF,202604,2026-01-29 11:20:00,2132.0,2132.0,2132.0,2132.0,26
BRF,202604,2026-01-29 11:21:00,2130.5,2130.5,2130.5,2130.5,9
BRF,202604,2026-01-29 11:41:00,2132.5,2132.5,2132.0,2132.0,26
BRF,202604,2026-01-29 11:49:00,2132.5,2132.5,2132.5,2132.5,4
BRF,202604,2026-01-29 12:21:00,2135.0,2135.0,2135.0,2135.0,1
BTF,202602,2026-01-29 09:21:00,4282.0,4282.0,4282.0,4282.0,1
BTF,202602,2026-01-29 09:47:00,4269.0,4269.0,4269.0,4269.0,1
BTF,202602,2026-01-29 10:04:00,4260.0,4260.0,4260.0,4260.0,1
BTF,202602,2026-01-29 10:39:00,4289.0,4289.0,4289.0,4289.0,2
CAF,202602,2026-01-29 08:45:00,81.0,81.4,81.0,81.3,21
CAF,202602,2026-01-29 08:46:00,81.3,81.4,81.2,81.2,19
CAF,202602,2026-01-29 08:47:00,81.2,81.2,81.0,81.0,28
CAF,202602,2026-01-29 08:48:00,80.9,81.0,80.8,80.9,27
CAF,202602,2026-01-29 08:49:00,81.0,81.0,81.0,81.0,11
CAF,202602,2026-01-29 08:50:00,81.0,81.0,80.6,80.8,27
CAF,202602,2026-01-29 08:51:00,80.8,80.8,80.8,80.8,2
CAF,202602,2026-01-29 08:52:00,80.8,80.8,80.7,80.7,12
CAF,202602,2026-01-29 08:53:00,80.8,80.8,80.6,80.6,39
CAF,202602,2026-01-29 08:54:00,80.8,80.8,80.7,80.8,14
CAF,202602,2026-01-29 08:55:00,80.7,80.7,80.7,80.7,6
CAF,202602,2026-01-29 08:56:00,80.7,80.7,80.5,80.5,22
CAF,202602,2026-01-29 08:57:00,80.5,80.5,80.4,80.5,13
