symbol,exp_month,time,open,high,low,close,volume
CAF,202511,2025-11-04 08:45:00,41.65,41.9,41.65,41.75,7
CAF,202511,2025-11-04 08:46:00,41.9,42.05,41.9,42.05,11
CAF,202511,2025-11-04 08:47:00,42.1,42.2,42.0,42.1,18
CAF,202511,2025-11-04 08:48:00,42.05,42.1,42.05,42.05,7
CAF,202511,2025-11-04 08:49:00,42.05,42.1,42.05,42.05,7
CAF,202511,2025-11-04 08:50:00,42.05,42.1,42.0,42.0,20
CAF,202511,2025-11-04 08:52:00,42.0,42.0,41.95,42.0,14
CAF,202511,2025-11-04 08:53:00,42.05,42.1,42.05,42.1,9
CAF,202511,2025-11-04 08:55:00,42.1,42.1,42.0,42.05,18
CAF,202511,2025-11-04 08:56:00,42.0,42.1,42.0,42.1,16
CAF,202511,2025-11-04 08:58:00,42.05,42.05,42.05,42.05,1
CAF,202511,2025-11-04 08:59:00,42.05,42.05,42.05,42.05,1
CAF,202511,2025-11-04 09:00:00,42.1,42.7,42.1,42.45,153
CAF,202511,2025-11-04 09:01:00,42.45,42.85,42.4,42.8,176
CAF,202511,2025-11-04 09:02:00,42.75,42.75,42.25,42.3,131
CAF,202511,2025-11-04 09:03:00,42.25,42.3,42.2,42.3,42
CAF,202511,2025-11-04 09:04:00,42.3,42.45,42.2,42.25,80
CAF,202511,2025-11-04 09:05:00,42.25,42.3,42.1,42.1,68
CAF,202511,2025-11-04 09:06:00,42.1,42.2,42.1,42.15,19
CAF,202511,2025-11-04 09:07:00,42.1,42.1,41.85,41.9,24
CAF,202511,2025-11-04 09:08:00,42.0,42.05,42.0,42.05,7
CAF,202511,2025-11-04 09:09:00,42.1,42.1,42.05,42.1,27
CAF,202511,2025-11-04 09:10:00,42.05,42.05,41.9,41.9,57
CAF,202511,2025-11-04 09:11:00,41.9,41.95,41.85,41.9,33
CAF,202511,2025-11-04 09:12:00,41.95,41.95,41.95,41.95,4
CAF,202511,2025-11-04 09:13:00,41.95,41.95,41.85,41.9,25
CAF,202511,2025-11-04 09:14:00,41.9,42.0,41.75,42.0,43
CAF,202511,2025-11-04 09:15:00,41.9,41.95,41.9,41.9,4
CAF,202511,2025-11-04 09:16:00,41.8,41.85,41.8,41.85,18
CAF,202511,2025-11-04 09:17:00,41.85,41.9,41.85,41.85,7
CAF,202511,2025-11-04 09:18:00,41.9,41.9,41.9,41.9,4
CAF,202511,2025-11-04 09:19:00,41.85,41.85,41.85,41.85,3
CAF,202511,2025-11-04 09:20:00,41.9,41.9,41.9,41.9,4
CAF,202511,2025-11-04 09:21:00,42.0,42.0,41.85,41.85,14
CAF,202511,2025-11-04 09:22:00,41.85,41.85,41.85,41.85,1
CAF,202511,2025-11-04 09:23:00,41.85,41.9,41.85,41.9,6
