symbol,exp_month,time,open,high,low,close,volume
BRF,202512,2025-10-01 15:12:00,2022.0,2022.0,2022.0,2022.0,1
BRF,202512,2025-10-01 15:36:00,2024.5,2024.5,2024.5,2024.5,1
BRF,202512,2025-10-01 17:10:00,2000.0,2000.0,2000.0,2000.0,3
BRF,202512,2025-10-01 17:36:00,1996.5,1996.5,1996.5,1996.5,1
BRF,202512,2025-10-01 17:39:00,1995.5,1995.5,1995.0,1995.0,2
BRF,202512,2025-10-01 17:41:00,1995.0,1995.0,1995.0,1995.0,1
BRF,202512,2025-10-01 18:29:00,2009.0,2009.0,2009.0,2009.0,1
BRF,202512,2025-10-01 20:19:00,1995.0,1995.0,1995.0,1995.0,1
BRF,202512,2025-10-01 21:02:00,1990.0,1990.0,1990.0,1990.0,1
BRF,202512,2025-10-01 21:24:00,1989.0,1989.0,1989.0,1989.0,1
BRF,202512,2025-10-01 21:25:00,1987.0,1987.0,1987.0,1987.0,1
BRF,202512,2025-10-01 21:30:00,1980.0,1980.0,1980.0,1980.0,1
BRF,202512,2025-10-01 22:09:00,1984.0,1984.0,1984.0,1984.0,1
BRF,202512,2025-10-01 22:47:00,1990.5,1990.5,1990.5,1990.5,1
BRF,202512,2025-10-02 00:18:00,1998.0,1998.0,1998.0,1998.0,1
BRF,202512,2025-10-02 09:16:00,1995.0,1995.0,1995.0,1995.0,1
BRF,202601,2025-10-01 17:35:00,1980.0,1980.0,1980.0,1980.0,5
BRF,202601,2025-10-01 17:37:00,1980.0,1980.0,1980.0,1980.0,5
BRF,202601,2025-10-01 17:40:00,1979.0,1979.0,1979.0,1979.0,1
BRF,202601,2025-10-01 17:42:00,1978.0,1978.0,1978.0,1978.0,2
BRF,202601,2025-10-01 21:24:00,1974.0,1974.0,1974.0,1974.0,1
BRF,202601,2025-10-01 21:25:00,1970.0,1970.0,1970.0,1970.0,2
BRF,202601,2025-10-01 21:29:00,1970.0,1970.0,1970.0,1970.0,2
BRF,202601,2025-10-01 21:30:00,1966.0,1966.0,1966.0,1966.0,3
BRF,202601,2025-10-01 21:31:00,1965.0,1965.0,1965.0,1965.0,1
BRF,202601,2025-10-01 21:33:00,1965.5,1965.5,1965.5,1965.5,2
BTF,202510,2025-10-02 10:31:00,4237.0,4237.0,4237.0,4237.0,1
BTF,202510,2025-10-02 10:32:00,4235.0,4235.0,4235.0,4235.0,1
BTF,202510,2025-10-02 10:36:00,4237.0,4237.0,4237.0,4237.0,1
BTF,202510,2025-10-02 12:13:00,4224.0,4224.0,4224.0,4224.0,1
BTF,202510,2025-10-02 13:13:00,4213.0,4213.0,4213.0,4213.0,1
BTF,202510,2025-10-02 13:14:00,4212.0,4212.0,4212.0,4212.0,1
CAF,202510,2025-10-02 08:45:00,40.4,40.4,40.15,40.15,15
CAF,202510,2025-10-02 08:46:00,40.25,40.45,40.2,40.45,36
CAF,202510,2025-10-02 08:47:00,40.5,40.6,40.45,40.6,22
CAF,202510,2025-10-02 08:48:00,40.65,41.0,40.65,41.0,81
CAF,202510,2025-10-02 08:49:00,40.7,40.95,40.7,40.8,37
CAF,202510,2025-10-02 08:50:00,40.85,41.0,40.85,41.0,24
CAF,202510,2025-10-02 08:51:00,40.9,40.9,40.9,40.9,5
CAF,202510,2025-10-02 08:52:00,40.85,40.9,40.8,40.85,23
CAF,202510,2025-10-02 08:53:00,40.85,40.9,40.85,40.9,15
CAF,202510,2025-10-02 08:54:00,40.85,41.35,40.85,41.3,91
CAF,202510,2025-10-02 08:55:00,41.3,41.35,41.1,41.35,41
CAF,202510,2025-10-02 08:56:00,41.3,41.3,41.0,41.1,31
CAF,202510,2025-10-02 08:57:00,41.25,41.25,41.1,41.25,32
CAF,202510,2025-10-02 08:58:00,41.25,41.25,40.9,40.9,39
CAF,202510,2025-10-02 08:59:00,40.85,40.85,40.45,40.45,29
CAF,202510,2025-10-02 09:00:00,40.45,40.75,40.2,40.7,138
CAF,202510,2025-10-02 09:01:00,40.7,40.75,40.3,40.3,62
CAF,202510,2025-10-02 09:02:00,40.3,40.3,40.1,40.25,41
CAF,202510,2025-10-02 09:03:00,40.3,40.4,40.3,40.3,14
CAF,202510,2025-10-02 09:04:00,40.35,40.35,40.25,40.3,22
CAF,202510,2025-10-02 09:05:00,40.3,40.35,40.2,40.2,33
CAF,202510,2025-10-02 09:06:00,40.2,40.2,40.0,40.05,44
CAF,202510,2025-10-02 09:07:00,40.05,40.05,39.95,40.0,39
CAF,202510,2025-10-02 09:08:00,40.0,40.05,39.75,39.85,75
CAF,202510,2025-10-02 09:09:00,39.8,39.85,39.8,39.85,15
CAF,202510,2025-10-02 09:10:00,39.8,39.85,39.75,39.85,26
CAF,202510,2025-10-02 09:11:00,39.85,39.85,39.65,39.7,79
CAF,202510,2025-10-02 09:12:00,39.7,39.7,39.65,39.65,32
CAF,202510,2025-10-02 09:13:00,39.7,39.75,39.7,39.7,5
CAF,202510,2025-10-02 09:14:00,39.75,39.85,39.75,39.8,19
