symbol,exp_month,time,open,high,low,close,volume
BRF,202510,2025-08-22 19:23:00,2071.0,2071.0,2071.0,2071.0,1
BRF,202510,2025-08-25 09:39:00,2059.0,2059.0,2059.0,2059.0,1
BRF,202511,2025-08-22 15:37:00,2050.0,2050.0,2050.0,2050.0,1
BTF,202509,2025-08-25 09:12:00,4090.0,4090.0,4090.0,4090.0,1
BTF,202509,2025-08-25 09:29:00,4070.0,4070.0,4070.0,4070.0,1
BTF,202509,2025-08-25 09:31:00,4073.0,4073.0,4073.0,4073.0,1
CAF,202509,2025-08-25 08:45:00,42.4,42.4,42.05,42.2,60
CAF,202509,2025-08-25 08:46:00,42.2,42.2,42.1,42.15,24
CAF,202509,2025-08-25 08:47:00,42.15,42.15,42.05,42.15,23
CAF,202509,2025-08-25 08:48:00,42.15,42.35,42.15,42.35,30
CAF,202509,2025-08-25 08:49:00,42.3,42.5,42.3,42.5,25
CAF,202509,2025-08-25 08:50:00,42.5,42.5,42.35,42.4,21
CAF,202509,2025-08-25 08:51:00,42.45,42.5,42.4,42.5,18
CAF,202509,2025-08-25 08:52:00,42.5,42.55,42.5,42.55,30
CAF,202509,2025-08-25 08:53:00,42.6,42.6,42.55,42.6,17
CAF,202509,2025-08-25 08:54:00,42.55,42.55,42.5,42.5,20
CAF,202509,2025-08-25 08:55:00,42.5,42.5,42.5,42.5,16
CAF,202509,2025-08-25 08:56:00,42.45,42.55,42.45,42.5,7
CAF,202509,2025-08-25 08:57:00,42.5,42.5,42.5,42.5,13
CAF,202509,2025-08-25 08:58:00,42.55,42.55,42.35,42.35,22
CAF,202509,2025-08-25 08:59:00,42.35,42.35,42.3,42.3,14
CAF,202509,2025-08-25 09:00:00,42.25,42.3,42.15,42.2,118
CAF,202509,2025-08-25 09:01:00,42.2,42.25,41.75,41.9,177
CAF,202509,2025-08-25 09:02:00,41.85,41.9,41.7,41.75,94
CAF,202509,2025-08-25 09:03:00,41.75,42.1,41.75,42.05,58
CAF,202509,2025-08-25 09:04:00,42.05,42.05,41.9,41.95,27
CAF,202509,2025-08-25 09:05:00,41.95,42.0,41.8,41.8,59
CAF,202509,2025-08-25 09:06:00,41.8,41.85,41.75,41.85,22
CAF,202509,2025-08-25 09:07:00,41.9,41.9,41.85,41.85,11
CAF,202509,2025-08-25 09:08:00,41.85,41.85,41.6,41.6,50
CAF,202509,2025-08-25 09:09:00,41.55,41.75,41.55,41.75,35
CAF,202509,2025-08-25 09:10:00,41.75,42.1,41.75,41.9,157
CAF,202509,2025-08-25 09:11:00,41.9,42.0,41.85,41.9,108
CAF,202509,2025-08-25 09:12:00,41.9,42.0,41.9,42.0,19
CAF,202509,2025-08-25 09:13:00,42.0,42.05,41.9,41.9,56
CAF,202509,2025-08-25 09:14:00,41.8,41.85,41.8,41.85,3
CAF,202509,2025-08-25 09:15:00,41.9,41.95,41.8,41.8,10
CAF,202509,2025-08-25 09:16:00,41.75,41.75,41.7,41.7,18
CAF,202509,2025-08-25 09:17:00,41.7,41.7,41.4,41.45,101
CAF,202509,2025-08-25 09:18:00,41.4,41.5,41.4,41.5,25
CAF,202509,2025-08-25 09:19:00,41.5,41.55,41.5,41.5,25
CAF,202509,2025-08-25 09:20:00,41.5,41.6,41.5,41.6,17
CAF,202509,2025-08-25 09:21:00,41.65,41.65,41.55,41.6,18
CAF,202509,2025-08-25 09:22:00,41.5,41.5,41.35,41.4,45
CAF,202509,2025-08-25 09:23:00,41.4,41.65,41.4,41.65,21
CAF,202509,2025-08-25 09:24:00,41.6,41.6,41.5,41.5,26
CAF,202509,2025-08-25 09:25:00,41.5,41.6,41.5,41.55,24
CAF,202509,2025-08-25 09:26:00,41.6,41.65,41.6,41.65,9
CAF,202509,2025-08-25 09:27:00,41.65,41.8,41.65,41.8,37
CAF,202509,2025-08-25 09:28:00,41.8,42.0,41.8,41.95,84
CAF,202509,2025-08-25 09:29:00,41.95,41.95,41.85,41.85,21
CAF,202509,2025-08-25 09:30:00,41.85,41.85,41.85,41.85,15
CAF,202509,2025-08-25 09:31:00,41.85,41.85,41.85,41.85,13
CAF,202509,2025-08-25 09:32:00,41.85,41.85,41.85,41.85,6
CAF,202509,2025-08-25 09:33:00,41.85,42.15,41.85,42.15,44
CAF,202509,2025-08-25 09:34:00,42.05,42.05,41.9,41.9,27
CAF,202509,2025-08-25 09:35:00,41.9,41.9,41.8,41.8,17
CAF,202509,2025-08-25 09:36:00,41.75,41.75,41.7,41.75,24
CAF,202509,2025-08-25 09:37:00,41.75,41.75,41.75,41.75,1
CAF,202509,2025-08-25 09:38:00,41.75,41.9,41.75,41.9,14
CAF,202509,2025-08-25 09:39:00,41.9,42.0,41.85,42.0,24
CAF,202509,2025-08-25 09:40:00,42.0,42.0,41.95,41.95,5
CAF,202509,2025-08-25 09:41:00,41.95,41.95,41.75,41.75,50
CAF,202509,2025-08-25 09:42:00,41.7,41.75,41.7,41.75,11
CAF,202509,2025-08-25 09:44:00,41.8,41.8,41.8,41.8,1
CAF,202509,2025-08-25 09:45:00,41.8,41.8,41.8,41.8,2
CAF,202509,2025-08-25 09:46:00,41.8,41.8,41.8,41.8,14
CAF,202509,2025-08-25 09:47:00,41.8,41.85,41.8,41.85,10
CAF,202509,2025-08-25 09:48:00,41.85,41.9,41.85,41.85,38
CAF,202509,2025-08-25 09:49:00,41.9,42.05,41.9,42.05,45
CAF,202509,2025-08-25 09:50:00,42.05,42.2,42.05,42.2,140
CAF,202509,2025-08-25 09:51:00,42.15,42.2,42.15,42.2,53
CAF,202509,2025-08-25 09:52:00,42.2,42.25,42.2,42.25,42
CAF,202509,2025-08-25 09:53:00,42.25,42.5,42.2,42.3,171
CAF,202509,2025-08-25 09:54:00,42.3,42.55,42.3,42.55,64
CAF,202509,2025-08-25 09:55:00,42.55,42.65,42.45,42.55,153
CAF,202509,2025-08-25 09:56:00,42.5,42.5,42.45,42.5,25
CAF,202509,2025-08-25 09:57:00,42.5,42.5,42.4,42.4,20
CAF,202509,2025-08-25 09:58:00,42.35,42.35,42.3,42.3,10
CAF,202509,2025-08-25 09:59:00,42.3,42.6,42.25,42.55,65
CAF,202509,2025-08-25 10:00:00,42.55,42.55,42.55,42.55,30
CAF,202509,2025-08-25 10:01:00,42.55,42.55,42.5,42.5,15
CAF,202509,2025-08-25 10:02:00,42.5,42.8,42.5,42.8,81
CAF,202509,2025-08-25 10:03:00,42.8,42.8,42.7,42.75,49
CAF,202509,2025-08-25 10:04:00,42.8,43.2,42.75,43.2,158
CAF,202509,2025-08-25 10:05:00,43.2,43.4,43.15,43.25,189
CAF,202509,2025-08-25 10:06:00,43.25,43.35,43.25,43.3,89
CAF,202509,2025-08-25 10:07:00,43.3,43.4,43.15,43.35,282
CAF,202509,2025-08-25 10:08:00,43.4,43.4,43.0,43.05,79
CAF,202509,2025-08-25 10:09:00,43.0,43.3,43.0,43.3,87
CAF,202509,2025-08-25 10:10:00,43.3,43.3,43.25,43.25,33
CAF,202509,2025-08-25 10:11:00,43.25,43.3,43.2,43.25,64
CAF,202509,2025-08-25 10:12:00,43.25,43.35,43.1,43.1,117
CAF,202509,2025-08-25 10:13:00,43.1,43.1,43.05,43.05,14
CAF,202509,2025-08-25 10:14:00,43.1,43.1,43.05,43.1,27
CAF,202509,2025-08-25 10:15:00,43.1,43.1,43.05,43.1,20
CAF,202509,2025-08-25 10:16:00,43.1,43.1,42.95,43.0,29
CAF,202509,2025-08-25 10:17:00,43.0,43.15,42.95,43.15,57
CAF,202509,2025-08-25 10:18:00,43.15,43.2,43.1,43.1,38
CAF,202509,2025-08-25 10:19:00,43.1,43.1,43.0,43.0,21
CAF,202509,2025-08-25 10:20:00,43.0,43.1,42.9,43.1,40
CAF,202509,2025-08-25 10:21:00,43.1,43.2,43.05,43.2,83
CAF,202509,2025-08-25 10:22:00,43.2,43.2,43.1,43.1,29
CAF,202509,2025-08-25 10:23:00,43.05,43.1,43.05,43.1,6
CAF,202509,2025-08-25 10:24:00,43.05,43.05,43.0,43.05,38
CAF,202509,2025-08-25 10:25:00,43.05,43.05,43.0,43.05,6
CAF,202509,2025-08-25 10:26:00,43.0,43.0,42.95,42.95,7
CAF,202509,2025-08-25 10:27:00,42.9,42.95,42.85,42.85,35
CAF,202509,2025-08-25 10:28:00,42.8,42.85,42.8,42.85,47
CAF,202509,2025-08-25 10:29:00,42.85,42.9,42.85,42.9,22
CAF,202509,2025-08-25 10:30:00,42.95,43.0,42.9,43.0,22
CAF,202509,2025-08-25 10:31:00,43.05,43.05,43.05,43.05,6
CAF,202509,2025-08-25 10:32:00,43.05,43.05,43.0,43.0,3
CAF,202509,2025-08-25 10:33:00,43.0,43.0,42.9,42.9,30
CAF,202509,2025-08-25 10:34:00,42.9,42.9,42.8,42.8,15
CAF,202509,2025-08-25 10:35:00,42.75,42.75,42.65,42.7,36
CAF,202509,2025-08-25 10:36:00,42.65,42.7,42.65,42.65,23
CAF,202509,2025-08-25 10:37:00,42.65,42.65,42.6,42.65,36
CAF,202509,2025-08-25 10:38:00,42.7,42.7,42.7,42.7,11
CAF,202509,2025-08-25 10:39:00,42.75,42.85,42.75,42.85,29
CAF,202509,2025-08-25 10:40:00,42.85,42.85,42.8,42.8,6
CAF,202509,2025-08-25 10:41:00,42.75,42.85,42.7,42.85,20
CAF,202509,2025-08-25 10:42:00,42.75,42.8,42.75,42.8,5
CAF,202509,2025-08-25 10:43:00,42.9,43.1,42.9,43.1,84
CAF,202509,2025-08-25 10:44:00,43.15,43.15,42.95,43.0,12
CAF,202509,2025-08-25 10:45:00,43.0,43.0,42.9,42.9,9
CAF,202509,2025-08-25 10:46:00,42.9,43.0,42.9,43.0,3
CAF,202509,2025-08-25 10:48:00,42.9,42.9,42.9,42.9,3
CAF,202509,2025-08-25 10:49:00,42.9,43.05,42.9,43.05,15
CAF,202509,2025-08-25 10:50:00,43.05,43.15,43.05,43.15,23
CAF,202509,2025-08-25 10:51:00,43.15,43.3,43.15,43.3,81
CAF,202509,2025-08-25 10:52:00,43.3,43.3,43.25,43.25,17
CAF,202509,2025-08-25 10:53:00,43.25,43.8,43.2,43.55,230
CAF,202509,2025-08-25 10:54:00,43.55,43.6,43.4,43.4,96
CAF,202509,2025-08-25 10:55:00,43.45,43.45,43.4,43.45,21
CAF,202509,2025-08-25 10:56:00,43.4,43.45,43.25,43.3,27
CAF,202509,2025-08-25 10:57:00,43.3,43.3,43.25,43.25,20
CAF,202509,2025-08-25 10:58:00,43.25,43.25,43.2,43.2,13
CAF,202509,2025-08-25 10:59:00,43.25,43.3,43.25,43.25,19
CAF,202509,2025-08-25 11:00:00,43.25,43.3,43.25,43.3,6
CAF,202509,2025-08-25 11:01:00,43.25,43.25,43.15,43.2,18
CAF,202509,2025-08-25 11:02:00,43.25,43.25,43.2,43.2,10
CAF,202509,2025-08-25 11:03:00,43.15,43.2,43.1,43.1,36
CAF,202509,2025-08-25 11:04:00,43.15,43.15,43.15,43.15,7
CAF,202509,2025-08-25 11:05:00,43.15,43.15,43.0,43.05,56
CAF,202509,2025-08-25 11:06:00,43.0,43.0,42.9,42.9,39
CAF,202509,2025-08-25 11:07:00,42.95,42.95,42.9,42.95,9
CAF,202509,2025-08-25 11:08:00,42.95,43.05,42.95,43.0,13
CAF,202509,2025-08-25 11:09:00,43.0,43.0,42.95,42.95,5
CAF,202509,2025-08-25 11:10:00,42.95,42.95,42.95,42.95,5
CAF,202509,2025-08-25 11:11:00,42.9,42.95,42.9,42.95,2
CAF,202509,2025-08-25 11:12:00,42.95,42.95,42.95,42.95,4
CAF,202509,2025-08-25 11:13:00,42.95,42.95,42.95,42.95,1
CAF,202509,2025-08-25 11:14:00,42.9,42.9,42.85,42.85,25
CAF,202509,2025-08-25 11:15:00,42.85,42.85,42.85,42.85,4
CAF,202509,2025-08-25 11:16:00,42.85,42.85,42.85,42.85,1
CAF,202509,2025-08-25 11:17:00,42.85,42.85,42.65,42.7,43
CAF,202509,2025-08-25 11:18:00,42.7,42.7,42.7,42.7,7
CAF,202509,2025-08-25 11:19:00,42.7,42.75,42.7,42.7,18
CAF,202509,2025-08-25 11:20:00,42.7,42.7,42.65,42.65,20
CAF,202509,2025-08-25 11:21:00,42.65,42.7,42.6,42.7,12
CAF,202509,2025-08-25 11:22:00,42.75,42.75,42.75,42.75,1
CAF,202509,2025-08-25 11:23:00,42.75,42.8,42.75,42.8,10
CAF,202509,2025-08-25 11:24:00,42.8,42.8,42.7,42.75,20
CAF,202509,2025-08-25 11:25:00,42.75,42.85,42.75,42.85,5
CAF,202509,2025-08-25 11:26:00,42.9,42.95,42.9,42.95,13
CAF,202509,2025-08-25 11:27:00,42.95,42.95,42.95,42.95,4
CAF,202509,2025-08-25 11:28:00,43.05,43.05,42.95,42.95,12
CAF,202509,2025-08-25 11:29:00,42.95,42.95,42.95,42.95,4
CAF,202509,2025-08-25 11:30:00,42.9,42.9,42.85,42.85,7
CAF,202509,2025-08-25 11:31:00,42.85,42.85,42.8,42.8,2
CAF,202509,2025-08-25 11:32:00,42.85,42.85,42.85,42.85,4
CAF,202509,2025-08-25 11:33:00,42.85,42.85,42.85,42.85,11
CAF,202509,2025-08-25 11:34:00,42.8,42.8,42.8,42.8,9
CAF,202509,2025-08-25 11:35:00,42.85,42.85,42.85,42.85,5
CAF,202509,2025-08-25 11:36:00,42.8,42.8,42.8,42.8,1
CAF,202509,2025-08-25 11:37:00,42.8,42.85,42.8,42.85,6
CAF,202509,2025-08-25 11:38:00,42.85,42.85,42.85,42.85,5
CAF,202509,2025-08-25 11:39:00,42.85,42.85,42.85,42.85,1
CAF,202509,2025-08-25 11:40:00,42.9,42.9,42.9,42.9,9
CAF,202509,2025-08-25 11:42:00,42.9,42.9,42.85,42.85,7
CAF,202509,2025-08-25 11:43:00,42.8,42.8,42.8,42.8,2
CAF,202509,2025-08-25 11:44:00,42.75,42.75,42.75,42.75,2
CAF,202509,2025-08-25 11:46:00,42.8,42.8,42.75,42.75,19
CAF,202509,2025-08-25 11:47:00,42.7,42.7,42.6,42.6,48
CAF,202509,2025-08-25 11:48:00,42.6,42.65,42.55,42.65,7
CAF,202509,2025-08-25 11:49:00,42.65,42.65,42.65,42.65,2
CAF,202509,2025-08-25 11:50:00,42.7,42.7,42.7,42.7,2
CAF,202509,2025-08-25 11:51:00,42.75,42.75,42.75,42.75,1
CAF,202509,2025-08-25 11:53:00,42.75,42.75,42.75,42.75,3
CAF,202509,2025-08-25 11:54:00,42.65,42.65,42.6,42.6,8
CAF,202509,2025-08-25 11:55:00,42.6,42.65,42.55,42.65,17
CAF,202509,2025-08-25 11:56:00,42.65,42.65,42.65,42.65,1
CAF,202509,2025-08-25 11:57:00,42.65,42.65,42.65,42.65,4
CAF,202509,2025-08-25 12:00:00,42.7,42.7,42.7,42.7,4
CAF,202509,2025-08-25 12:01:00,42.65,42.7,42.65,42.7,4
CAF,202509,2025-08-25 12:04:00,42.7,42.75,42.7,42.75,10
CAF,202509,2025-08-25 12:06:00,42.75,42.75,42.75,42.75,7
CAF,202509,2025-08-25 12:07:00,42.75,42.75,42.65,42.65,11
CAF,202509,2025-08-25 12:08:00,42.6,42.6,42.5,42.55,43
CAF,202509,2025-08-25 12:10:00,42.5,42.5,42.5,42.5,1
CAF,202509,2025-08-25 12:11:00,42.5,42.5,42.5,42.5,1
CAF,202509,2025-08-25 12:12:00,42.5,42.55,42.5,42.55,13
CAF,202509,2025-08-25 12:13:00,42.55,42.55,42.55,42.55,2
CAF,202509,2025-08-25 12:15:00,42.55,42.55,42.55,42.55,12
CAF,202509,2025-08-25 12:16:00,42.6,42.6,42.6,42.6,7
CAF,202509,2025-08-25 12:17:00,42.6,42.6,42.6,42.6,6
CAF,202509,2025-08-25 12:19:00,42.55,42.55,42.55,42.55,5
CAF,202509,2025-08-25 12:20:00,42.55,42.6,42.55,42.6,6
CAF,202509,2025-08-25 12:21:00,42.65,42.65,42.65,42.65,5
CAF,202509,2025-08-25 12:22:00,42.65,42.65,42.65,42.65,15
CAF,202509,2025-08-25 12:24:00,42.65,42.65,42.65,42.65,3
CAF,202509,2025-08-25 12:25:00,42.6,42.6,42.6,42.6,3
CAF,202509,2025-08-25 12:28:00,42.65,42.65,42.6,42.6,6
CAF,202509,2025-08-25 12:29:00,42.6,42.65,42.6,42.65,4
CAF,202509,2025-08-25 12:30:00,42.65,42.65,42.65,42.65,2
CAF,202509,2025-08-25 12:31:00,42.65,42.65,42.65,42.65,2
CAF,202509,2025-08-25 12:32:00,42.6,42.6,42.55,42.55,16
CAF,202509,2025-08-25 12:34:00,42.55,42.6,42.55,42.6,9
CAF,202509,2025-08-25 12:35:00,42.65,42.65,42.65,42.65,2
CAF,202509,2025-08-25 12:36:00,42.65,42.65,42.65,42.65,1
CAF,202509,2025-08-25 12:38:00,42.65,42.65,42.65,42.65,1
CAF,202509,2025-08-25 12:39:00,42.65,42.65,42.65,42.65,1
CAF,202509,2025-08-25 12:41:00,42.65,42.65,42.6,42.65,4
CAF,202509,2025-08-25 12:42:00,42.7,42.8,42.7,42.75,37
CAF,202509,2025-08-25 12:43:00,42.75,42.75,42.75,42.75,2
CAF,202509,2025-08-25 12:44:00,42.75,42.75,42.75,42.75,7
CAF,202509,2025-08-25 12:45:00,42.75,42.75,42.75,42.75,7
CAF,202509,2025-08-25 12:46:00,42.75,42.75,42.75,42.75,31
CAF,202509,2025-08-25 12:47:00,42.75,42.75,42.75,42.75,5
CAF,202509,2025-08-25 12:49:00,42.75,42.75,42.75,42.75,2
CAF,202509,2025-08-25 12:50:00,42.75,42.8,42.75,42.8,7
CAF,202509,2025-08-25 12:51:00,42.8,42.85,42.7,42.7,14
CAF,202509,2025-08-25 12:53:00,42.8,42.8,42.75,42.75,42
CAF,202509,2025-08-25 12:54:00,42.75,42.75,42.7,42.7,2
CAF,202509,2025-08-25 12:55:00,42.7,42.7,42.65,42.65,26
CAF,202509,2025-08-25 12:56:00,42.7,42.7,42.7,42.7,4
CAF,202509,2025-08-25 12:57:00,42.7,42.7,42.7,42.7,50
CAF,202509,2025-08-25 12:58:00,42.7,42.7,42.7,42.7,3
CAF,202509,2025-08-25 12:59:00,42.7,42.7,42.7,42.7,6
CAF,202509,2025-08-25 13:00:00,42.65,42.65,42.65,42.65,30
CAF,202509,2025-08-25 13:01:00,42.65,42.65,42.65,42.65,4
CAF,202509,2025-08-25 13:02:00,42.7,42.7,42.7,42.7,15
CAF,202509,2025-08-25 13:03:00,42.65,42.7,42.65,42.65,87
