symbol,exp_month,time,open,high,low,close,volume
BRF,202509,2025-07-15 20:08:00,2022.5,2022.5,2022.5,2022.5,3
BRF,202509,2025-07-15 23:30:00,2025.0,2025.0,2025.0,2025.0,1
BRF,202509,2025-07-15 23:32:00,2032.0,2032.0,2032.0,2032.0,1
BTF,202508,2025-07-16 10:07:00,3621.0,3621.0,3621.0,3621.0,1
BTF,202508,2025-07-16 11:38:00,3635.0,3635.0,3635.0,3635.0,1
CAF,202507,2025-07-16 08:59:00,27.7,27.7,27.7,27.7,6
CAF,202507,2025-07-16 09:00:00,27.65,27.65,27.55,27.55,2
CAF,202507,2025-07-16 09:03:00,27.5,27.55,27.5,27.55,4
CAF,202507,2025-07-16 09:05:00,27.45,27.45,27.45,27.45,1
CAF,202507,2025-07-16 09:11:00,27.6,27.6,27.6,27.6,9
CAF,202507,2025-07-16 09:16:00,27.5,27.5,27.5,27.5,1
CAF,202507,2025-07-16 09:17:00,27.5,27.5,27.5,27.5,3
CAF,202507,2025-07-16 09:19:00,27.5,27.5,27.5,27.5,1
CAF,202507,2025-07-16 09:26:00,27.65,27.7,27.65,27.7,15
CAF,202507,2025-07-16 09:31:00,27.75,27.75,27.75,27.75,1
CAF,202507,2025-07-16 09:33:00,27.7,27.7,27.7,27.7,5
CAF,202507,2025-07-16 09:34:00,27.7,27.85,27.7,27.85,12
CAF,202507,2025-07-16 09:36:00,27.8,27.85,27.8,27.8,8
CAF,202507,2025-07-16 09:37:00,27.9,27.9,27.9,27.9,1
CAF,202507,2025-07-16 09:38:00,27.85,27.85,27.85,27.85,1
CAF,202507,2025-07-16 09:41:00,27.8,27.9,27.8,27.9,12
CAF,202507,2025-07-16 09:43:00,27.85,27.85,27.85,27.85,2
CAF,202507,2025-07-16 09:47:00,27.8,27.8,27.8,27.8,5
CAF,202507,2025-07-16 09:49:00,27.8,28.0,27.8,28.0,21
CAF,202507,2025-07-16 09:51:00,28.0,28.0,28.0,28.0,11
CAF,202507,2025-07-16 09:52:00,27.95,27.95,27.95,27.95,1
CAF,202507,2025-07-16 09:53:00,27.95,28.0,27.95,28.0,8
CAF,202507,2025-07-16 09:54:00,28.0,28.0,27.95,27.95,14
