symbol,exp_month,time,open,high,low,close,volume
BRF,202608,2026-06-16 20:35:00,2510.0,2510.0,2510.0,2510.0,1
BRF,202608,2026-06-16 21:05:00,2540.0,2540.0,2540.0,2540.0,1
BRF,202608,2026-06-16 21:40:00,2550.0,2550.0,2550.0,2550.0,1
BRF,202608,2026-06-16 21:42:00,2535.5,2535.5,2535.5,2535.5,1
BRF,202608,2026-06-16 22:27:00,2537.0,2537.0,2537.0,2537.0,1
BRF,202608,2026-06-16 22:29:00,2536.0,2536.0,2536.0,2536.0,1
BRF,202608,2026-06-16 22:38:00,2533.0,2533.0,2533.0,2533.0,1
BRF,202608,2026-06-16 22:56:00,2533.0,2533.0,2533.0,2533.0,1
BRF,202608,2026-06-16 23:37:00,2515.0,2515.0,2515.0,2515.0,2
BRF,202608,2026-06-17 00:00:00,2485.5,2485.5,2485.5,2485.5,1
BRF,202608,2026-06-17 00:17:00,2481.0,2481.0,2481.0,2481.0,6
BRF,202608,2026-06-17 02:30:00,2495.0,2495.0,2495.0,2495.0,1
BRF,202608,2026-06-17 02:45:00,2511.0,2511.0,2511.0,2511.0,1
BRF,202608,2026-06-17 11:11:00,2483.0,2483.0,2483.0,2483.0,3
BRF,202608,2026-06-17 11:19:00,2480.0,2480.0,2480.0,2480.0,3
BRF,202608,2026-06-17 11:20:00,2480.0,2480.0,2480.0,2480.0,1
BRF,202608,2026-06-17 11:22:00,2480.0,2480.0,2480.0,2480.0,1
BRF,202608,2026-06-17 11:38:00,2480.0,2480.0,2480.0,2480.0,3
BRF,202608,2026-06-17 11:52:00,2471.0,2471.0,2471.0,2471.0,1
BRF,202609,2026-06-16 15:51:00,2577.5,2577.5,2577.5,2577.5,1
BRF,202609,2026-06-16 17:52:00,2563.0,2563.0,2563.0,2563.0,1
CAF,202606,2026-06-17 08:45:00,113.5,113.5,113.5,113.5,1
CAF,202606,2026-06-17 08:46:00,113.0,114.0,113.0,114.0,8
CAF,202606,2026-06-17 08:47:00,115.0,115.0,115.0,115.0,4
CAF,202606,2026-06-17 08:48:00,115.0,115.0,115.0,115.0,1
CAF,202606,2026-06-17 08:49:00,114.5,114.5,114.0,114.0,9
CAF,202606,2026-06-17 08:50:00,114.5,114.5,114.0,114.0,8
CAF,202606,2026-06-17 08:51:00,114.0,114.0,114.0,114.0,1
CAF,202606,2026-06-17 08:53:00,114.0,114.0,114.0,114.0,5
CAF,202606,2026-06-17 08:54:00,114.0,114.5,114.0,114.5,15
CAF,202606,2026-06-17 08:55:00,114.0,114.0,114.0,114.0,1
CAF,202606,2026-06-17 08:57:00,114.5,114.5,114.5,114.5,2
CAF,202606,2026-06-17 08:58:00,114.5,114.5,114.5,114.5,2
CAF,202606,2026-06-17 08:59:00,114.5,114.5,114.5,114.5,4
CAF,202606,2026-06-17 09:00:00,114.0,114.0,113.0,114.0,12
CAF,202606,2026-06-17 09:01:00,114.0,116.5,114.0,115.0,72
CAF,202606,2026-06-17 09:02:00,115.5,117.5,115.5,117.0,33
CAF,202606,2026-06-17 09:03:00,117.0,118.5,117.0,118.0,116
CAF,202606,2026-06-17 09:04:00,118.0,118.5,118.0,118.0,12
CAF,202606,2026-06-17 09:05:00,118.5,119.5,118.5,118.5,33
CAF,202606,2026-06-17 09:06:00,119.0,121.0,119.0,120.0,80
CAF,202606,2026-06-17 09:07:00,120.0,123.0,120.0,122.5,106
CAF,202606,2026-06-17 09:08:00,122.5,122.5,121.0,121.0,42
CAF,202606,2026-06-17 09:09:00,121.0,123.5,121.0,123.0,96
CAF,202606,2026-06-17 09:10:00,123.0,124.0,123.0,123.5,59
CAF,202606,2026-06-17 09:11:00,123.0,123.5,122.5,123.0,45
CAF,202606,2026-06-17 09:12:00,123.0,123.5,123.0,123.5,71
CAF,202606,2026-06-17 09:13:00,123.0,124.5,123.0,124.0,88
CAF,202606,2026-06-17 09:14:00,124.0,124.0,123.0,123.0,47
CAF,202606,2026-06-17 09:15:00,122.5,123.5,122.5,123.5,58
CAF,202606,2026-06-17 09:16:00,123.5,123.5,123.0,123.0,26
CAF,202606,2026-06-17 09:17:00,123.0,123.0,123.0,123.0,12
CAF,202606,2026-06-17 09:18:00,123.0,123.0,122.0,122.0,38
CAF,202606,2026-06-17 09:19:00,122.5,123.5,122.5,123.5,44
CAF,202606,2026-06-17 09:20:00,123.0,124.0,123.0,123.0,13
CAF,202606,2026-06-17 09:21:00,123.0,123.0,122.0,122.0,13
CAF,202606,2026-06-17 09:22:00,122.0,122.5,122.0,122.5,17
CAF,202606,2026-06-17 09:23:00,122.0,122.0,122.0,122.0,5
CAF,202606,2026-06-17 09:24:00,122.0,122.0,122.0,122.0,4
CAF,202606,2026-06-17 09:25:00,122.0,122.0,121.5,122.0,16
CAF,202606,2026-06-17 09:26:00,121.5,121.5,121.5,121.5,14
CAF,202606,2026-06-17 09:28:00,121.5,121.5,121.5,121.5,5
CAF,202606,2026-06-17 09:29:00,121.5,122.0,121.5,122.0,2
CAF,202606,2026-06-17 09:31:00,122.0,122.0,121.0,121.0,17
CAF,202606,2026-06-17 09:32:00,120.5,121.5,120.5,121.5,19
CAF,202606,2026-06-17 09:33:00,122.0,122.0,122.0,122.0,3
CAF,202606,2026-06-17 09:34:00,122.0,122.0,122.0,122.0,12
CAF,202606,2026-06-17 09:35:00,122.5,122.5,122.5,122.5,3
CAF,202606,2026-06-17 09:36:00,123.0,123.0,123.0,123.0,3
CAF,202606,2026-06-17 09:37:00,122.5,122.5,122.5,122.5,9
CAF,202606,2026-06-17 09:39:00,122.5,122.5,122.5,122.5,2
CAF,202606,2026-06-17 09:40:00,122.5,122.5,122.5,122.5,3
CAF,202606,2026-06-17 09:41:00,122.0,122.0,122.0,122.0,7
CAF,202606,2026-06-17 09:42:00,122.5,122.5,122.0,122.0,14
CAF,202606,2026-06-17 09:43:00,122.5,122.5,122.5,122.5,1
CAF,202606,2026-06-17 09:44:00,122.5,122.5,122.5,122.5,2
CAF,202606,2026-06-17 09:45:00,122.5,122.5,122.5,122.5,15
CAF,202606,2026-06-17 09:46:00,122.5,122.5,122.5,122.5,1
CAF,202606,2026-06-17 09:47:00,123.0,123.0,123.0,123.0,2
CAF,202606,2026-06-17 09:48:00,122.5,122.5,122.5,122.5,43
CAF,202606,2026-06-17 09:49:00,122.5,122.5,122.5,122.5,2
CAF,202606,2026-06-17 09:50:00,122.5,122.5,122.0,122.0,7
CAF,202606,2026-06-17 09:51:00,122.0,122.0,122.0,122.0,9
CAF,202606,2026-06-17 09:52:00,122.5,123.0,122.5,123.0,20
CAF,202606,2026-06-17 09:53:00,123.0,123.0,123.0,123.0,16
CAF,202606,2026-06-17 09:54:00,123.0,123.0,123.0,123.0,4
CAF,202606,2026-06-17 09:55:00,123.0,123.0,123.0,123.0,4
CAF,202606,2026-06-17 09:57:00,123.0,123.0,123.0,123.0,3
CAF,202606,2026-06-17 09:58:00,123.0,123.0,123.0,123.0,3
CAF,202606,2026-06-17 09:59:00,123.0,123.0,123.0,123.0,1
CAF,202606,2026-06-17 10:00:00,122.5,122.5,122.5,122.5,2
CAF,202606,2026-06-17 10:01:00,123.0,123.0,123.0,123.0,3
CAF,202606,2026-06-17 10:04:00,123.0,123.0,123.0,123.0,1
CAF,202606,2026-06-17 10:05:00,123.0,123.0,123.0,123.0,2
CAF,202606,2026-06-17 10:07:00,122.5,122.5,122.5,122.5,7
CAF,202606,2026-06-17 10:08:00,122.0,122.5,122.0,122.5,5
CAF,202606,2026-06-17 10:10:00,122.5,122.5,122.5,122.5,1
CAF,202606,2026-06-17 10:11:00,122.0,122.0,122.0,122.0,2
CAF,202606,2026-06-17 10:12:00,122.0,122.0,122.0,122.0,3
CAF,202606,2026-06-17 10:14:00,122.5,122.5,122.5,122.5,21
CAF,202606,2026-06-17 10:15:00,123.0,123.0,122.5,122.5,3
CAF,202606,2026-06-17 10:16:00,122.5,122.5,122.5,122.5,21
CAF,202606,2026-06-17 10:17:00,122.0,122.0,121.0,121.0,53
CAF,202606,2026-06-17 10:18:00,121.0,121.5,121.0,121.5,27
CAF,202606,2026-06-17 10:19:00,122.0,122.0,122.0,122.0,7
CAF,202606,2026-06-17 10:20:00,122.5,124.0,122.5,124.0,30
CAF,202606,2026-06-17 10:21:00,124.0,124.5,124.0,124.0,22
CAF,202606,2026-06-17 10:22:00,124.5,124.5,124.5,124.5,12
CAF,202606,2026-06-17 10:23:00,124.5,124.5,124.5,124.5,10
CAF,202606,2026-06-17 10:24:00,124.5,124.5,124.5,124.5,10
CAF,202606,2026-06-17 10:25:00,124.0,125.5,124.0,125.5,50
CAF,202606,2026-06-17 10:26:00,125.5,126.0,125.5,126.0,417
CAF,202606,2026-06-17 10:27:00,126.0,126.5,126.0,126.0,481
CAF,202606,2026-06-17 10:28:00,126.0,126.0,125.5,125.5,8
CAF,202606,2026-06-17 10:29:00,126.0,126.0,126.0,126.0,9
CAF,202606,2026-06-17 10:30:00,126.0,126.0,125.5,125.5,17
CAF,202606,2026-06-17 10:31:00,126.0,126.0,126.0,126.0,1
CAF,202606,2026-06-17 10:32:00,125.5,125.5,125.5,125.5,13
CAF,202606,2026-06-17 10:33:00,125.5,125.5,125.5,125.5,2
CAF,202606,2026-06-17 10:37:00,125.5,125.5,125.5,125.5,1
CAF,202606,2026-06-17 10:39:00,126.0,126.0,126.0,126.0,19
CAF,202606,2026-06-17 10:40:00,125.5,125.5,125.5,125.5,1
CAF,202606,2026-06-17 10:42:00,126.0,126.0,126.0,126.0,1
CAF,202606,2026-06-17 10:44:00,126.0,126.0,126.0,126.0,10
CAF,202606,2026-06-17 10:45:00,126.0,126.0,126.0,126.0,6
CAF,202606,2026-06-17 10:46:00,126.0,126.0,126.0,126.0,1
CAF,202606,2026-06-17 10:47:00,125.5,125.5,125.0,125.5,211
CAF,202606,2026-06-17 10:48:00,125.5,125.5,125.5,125.5,18
CAF,202606,2026-06-17 10:49:00,125.5,125.5,125.5,125.5,1
CAF,202606,2026-06-17 10:50:00,125.5,125.5,125.5,125.5,14
CAF,202606,2026-06-17 10:51:00,126.0,126.0,126.0,126.0,59
CAF,202606,2026-06-17 10:53:00,126.0,126.0,126.0,126.0,7
CAF,202606,2026-06-17 10:54:00,126.0,126.0,126.0,126.0,1
CAF,202606,2026-06-17 10:55:00,125.5,125.5,125.5,125.5,5
CAF,202606,2026-06-17 10:56:00,125.5,125.5,125.5,125.5,5
CAF,202606,2026-06-17 10:58:00,125.5,125.5,125.5,125.5,2
CAF,202606,2026-06-17 11:01:00,125.5,125.5,125.5,125.5,20
CAF,202606,2026-06-17 11:02:00,126.0,126.0,126.0,126.0,23
CAF,202606,2026-06-17 11:03:00,126.0,126.0,126.0,126.0,11
CAF,202606,2026-06-17 11:04:00,126.0,126.0,126.0,126.0,3
CAF,202606,2026-06-17 11:06:00,126.0,126.0,126.0,126.0,3
CAF,202606,2026-06-17 11:12:00,126.0,126.0,126.0,126.0,10
CAF,202606,2026-06-17 11:13:00,126.0,126.0,126.0,126.0,12
CAF,202606,2026-06-17 11:16:00,126.0,126.0,126.0,126.0,3
CAF,202606,2026-06-17 11:17:00,126.0,126.0,126.0,126.0,2
CAF,202606,2026-06-17 11:18:00,126.0,126.0,126.0,126.0,1
CAF,202606,2026-06-17 11:19:00,126.0,126.0,126.0,126.0,4
CAF,202606,2026-06-17 11:20:00,126.0,126.0,126.0,126.0,1
CAF,202606,2026-06-17 11:25:00,126.0,126.0,126.0,126.0,6
CAF,202606,2026-06-17 11:26:00,126.0,126.0,126.0,126.0,5
CAF,202606,2026-06-17 11:27:00,126.0,126.0,126.0,126.0,2
CAF,202606,2026-06-17 11:28:00,126.0,126.0,126.0,126.0,2
