symbol,exp_month,time,open,high,low,close,volume
BTF,202508,2025-07-07 12:24:00,3647.0,3647.0,3647.0,3647.0,1
CAF,202507,2025-07-07 09:03:00,28.45,28.45,28.45,28.45,2
CAF,202507,2025-07-07 09:05:00,28.4,28.4,28.4,28.4,1
CAF,202507,2025-07-07 09:06:00,28.4,28.4,28.4,28.4,1
CAF,202507,2025-07-07 09:07:00,28.4,28.4,28.4,28.4,12
CAF,202507,2025-07-07 09:08:00,28.45,28.45,28.45,28.45,1
CAF,202507,2025-07-07 09:09:00,28.35,28.35,28.35,28.35,3
CAF,202507,2025-07-07 09:11:00,28.35,28.35,28.3,28.3,8
CAF,202507,2025-07-07 09:13:00,28.3,28.3,28.3,28.3,2
CAF,202507,2025-07-07 09:14:00,28.3,28.3,28.25,28.25,29
CAF,202507,2025-07-07 09:16:00,28.25,28.25,28.25,28.25,15
CAF,202507,2025-07-07 09:17:00,28.25,28.25,28.25,28.25,2
CAF,202507,2025-07-07 09:18:00,28.3,28.3,28.3,28.3,22
CAF,202507,2025-07-07 09:21:00,28.3,28.3,28.3,28.3,1
CAF,202507,2025-07-07 09:23:00,28.3,28.3,28.3,28.3,1
CAF,202507,2025-07-07 09:24:00,28.25,28.25,28.15,28.15,10
CAF,202507,2025-07-07 09:31:00,28.45,28.45,28.45,28.45,1
CAF,202507,2025-07-07 09:32:00,28.45,28.45,28.45,28.45,1
CAF,202507,2025-07-07 09:33:00,28.5,28.5,28.5,28.5,8
CAF,202507,2025-07-07 09:34:00,28.5,28.5,28.5,28.5,8
CAF,202507,2025-07-07 09:36:00,28.55,28.65,28.55,28.65,53
CAF,202507,2025-07-07 09:38:00,28.65,28.75,28.65,28.7,66
CAF,202507,2025-07-07 09:40:00,28.65,28.7,28.65,28.7,7
CAF,202507,2025-07-07 09:42:00,28.75,28.75,28.75,28.75,1
CAF,202507,2025-07-07 09:48:00,28.7,28.75,28.7,28.75,7
CAF,202507,2025-07-07 09:56:00,28.7,28.7,28.7,28.7,25
CAF,202507,2025-07-07 09:57:00,28.7,28.7,28.7,28.7,16
CAF,202507,2025-07-07 09:58:00,28.7,28.7,28.7,28.7,2
CAF,202507,2025-07-07 10:02:00,28.7,28.7,28.7,28.7,2
CAF,202507,2025-07-07 10:05:00,28.7,28.7,28.7,28.7,1
CAF,202507,2025-07-07 10:06:00,28.75,28.75,28.75,28.75,7
CAF,202507,2025-07-07 10:09:00,28.75,28.75,28.75,28.75,5
CAF,202507,2025-07-07 10:13:00,28.75,28.75,28.75,28.75,2
CAF,202507,2025-07-07 10:31:00,28.6,28.6,28.6,28.6,1
CAF,202507,2025-07-07 10:40:00,28.5,28.5,28.5,28.5,1
CAF,202507,2025-07-07 10:51:00,28.45,28.45,28.45,28.45,1
CAF,202507,2025-07-07 10:55:00,28.4,28.4,28.4,28.4,2
CAF,202507,2025-07-07 11:03:00,28.35,28.35,28.35,28.35,2
CAF,202507,2025-07-07 11:07:00,28.35,28.35,28.35,28.35,1
CAF,202507,2025-07-07 11:10:00,28.35,28.35,28.35,28.35,1
CAF,202507,2025-07-07 11:14:00,28.35,28.35,28.35,28.35,1
CAF,202507,2025-07-07 11:32:00,28.35,28.35,28.35,28.35,15
CAF,202507,2025-07-07 11:54:00,28.35,28.35,28.35,28.35,3
CAF,202507,2025-07-07 12:07:00,28.4,28.4,28.4,28.4,8
CAF,202507,2025-07-07 12:12:00,28.4,28.4,28.4,28.4,1
CAF,202507,2025-07-07 12:20:00,28.45,28.45,28.45,28.45,5
CAF,202507,2025-07-07 12:26:00,28.45,28.45,28.45,28.45,1
CAF,202507,2025-07-07 12:33:00,28.4,28.4,28.4,28.4,4
CAF,202507,2025-07-07 12:44:00,28.35,28.35,28.35,28.35,1
CAF,202507,2025-07-07 12:50:00,28.4,28.4,28.4,28.4,5
CAF,202507,2025-07-07 12:56:00,28.4,28.4,28.4,28.4,1
CAF,202507,2025-07-07 13:03:00,28.35,28.35,28.3,28.3,27
CAF,202507,2025-07-07 13:04:00,28.3,28.3,28.3,28.3,14
CAF,202507,2025-07-07 13:09:00,28.3,28.3,28.3,28.3,2
CAF,202507,2025-07-07 13:35:00,28.35,28.35,28.35,28.35,1
CAF,202507/202508,2025-07-07 09:17:00,-0.04,-0.04,-0.04,-0.04,84
CAF,202507/202508,2025-07-07 12:20:00,-0.02,-0.02,-0.02,-0.02,16
CAF,202507/202508,2025-07-07 13:19:00,-0.01,-0.01,-0.01,-0.01,6
CAF,202507/202508,2025-07-07 13:36:00,-0.01,-0.01,-0.01,-0.01,40
CAF,202508,2025-07-07 09:09:00,28.35,28.35,28.35,28.35,1
CAF,202508,2025-07-07 09:14:00,28.25,28.25,28.25,28.25,2
CAF,202508,2025-07-07 09:17:00,28.25,28.25,28.25,28.25,1
CAF,202508,2025-07-07 09:18:00,28.3,28.3,28.3,28.3,1
CAF,202508,2025-07-07 09:19:00,28.3,28.3,28.3,28.3,2
CAF,202508,2025-07-07 09:23:00,28.3,28.3,28.25,28.25,2
CAF,202508,2025-07-07 09:24:00,28.2,28.2,28.2,28.2,1
CAF,202508,2025-07-07 09:30:00,28.4,28.4,28.4,28.4,4
CAF,202508,2025-07-07 09:36:00,28.55,28.55,28.55,28.55,6
CAF,202508,2025-07-07 09:42:00,28.7,28.7,28.7,28.7,1
CAF,202508,2025-07-07 09:43:00,28.7,28.7,28.7,28.7,12
CAF,202508,2025-07-07 10:23:00,28.65,28.65,28.65,28.65,1
CAF,202508,2025-07-07 10:31:00,28.55,28.55,28.55,28.55,2
CAF,202508,2025-07-07 10:36:00,28.45,28.45,28.45,28.45,2
CAF,202508,2025-07-07 10:43:00,28.45,28.45,28.45,28.45,1
CAF,202508,2025-07-07 11:14:00,28.35,28.35,28.35,28.35,1
CAF,202508,2025-07-07 11:35:00,28.3,28.3,28.3,28.3,6
CAF,202508,2025-07-07 11:54:00,28.3,28.3,28.3,28.3,2
CAF,202508,2025-07-07 12:20:00,28.45,28.45,28.45,28.45,5
CAF,202508,2025-07-07 12:26:00,28.45,28.45,28.45,28.45,1
CAF,202508,2025-07-07 12:32:00,28.4,28.4,28.4,28.4,1
CAF,202508,2025-07-07 12:56:00,28.4,28.4,28.4,28.4,1
CAF,202508,2025-07-07 13:03:00,28.3,28.3,28.3,28.3,1
CBF,202507,2025-07-07 08:47:00,18.8,18.8,18.8,18.8,1
CBF,202507,2025-07-07 09:00:00,19.1,19.1,19.05,19.05,4
CBF,202507,2025-07-07 09:01:00,19.05,19.05,19.0,19.0,2
CBF,202507,2025-07-07 09:02:00,19.0,19.0,19.0,19.0,1
CBF,202507,2025-07-07 09:03:00,19.0,19.0,19.0,19.0,20
CBF,202507,2025-07-07 09:04:00,19.0,19.0,19.0,19.0,14
CBF,202507,2025-07-07 09:05:00,19.05,19.05,19.05,19.05,2
CBF,202507,2025-07-07 09:06:00,19.05,19.05,19.05,19.05,3
CBF,202507,2025-07-07 09:07:00,19.05,19.05,19.05,19.05,2
CBF,202507,2025-07-07 09:08:00,19.05,19.05,19.0,19.05,11
CBF,202507,2025-07-07 09:09:00,19.0,19.0,19.0,19.0,2
CBF,202507,2025-07-07 09:10:00,19.0,19.0,19.0,19.0,1
CBF,202507,2025-07-07 09:11:00,19.0,19.0,18.95,19.0,26
CBF,202507,2025-07-07 09:12:00,18.95,18.95,18.95,18.95,3
CBF,202507,2025-07-07 09:13:00,19.0,19.0,19.0,19.0,3
CBF,202507,2025-07-07 09:14:00,18.95,19.0,18.95,19.0,4
CBF,202507,2025-07-07 09:15:00,18.95,18.95,18.95,18.95,1
CBF,202507,2025-07-07 09:16:00,18.9,18.9,18.9,18.9,43
CBF,202507,2025-07-07 09:17:00,18.9,18.9,18.9,18.9,23
CBF,202507,2025-07-07 09:18:00,18.9,18.9,18.9,18.9,21
CBF,202507,2025-07-07 09:19:00,18.85,18.85,18.85,18.85,1
CBF,202507,2025-07-07 09:22:00,18.85,18.85,18.85,18.85,3
CBF,202507,2025-07-07 09:25:00,18.85,18.85,18.85,18.85,1
CBF,202507,2025-07-07 09:29:00,18.85,18.85,18.85,18.85,1
CBF,202507,2025-07-07 09:30:00,18.9,19.0,18.9,18.95,55
CBF,202507,2025-07-07 09:32:00,18.95,19.0,18.95,18.95,3
CBF,202507,2025-07-07 09:35:00,18.95,18.95,18.9,18.9,3
CBF,202507,2025-07-07 09:36:00,18.9,18.9,18.9,18.9,1
CBF,202507,2025-07-07 09:37:00,18.95,19.05,18.95,19.0,42
CBF,202507,2025-07-07 09:39:00,19.0,19.0,19.0,19.0,8
CBF,202507,2025-07-07 09:45:00,19.0,19.0,19.0,19.0,25
CBF,202507,2025-07-07 09:46:00,19.0,19.05,19.0,19.0,4
CBF,202507,2025-07-07 09:49:00,19.0,19.0,19.0,19.0,2
CBF,202507,2025-07-07 09:52:00,19.0,19.05,19.0,19.05,2
CBF,202507,2025-07-07 09:53:00,19.05,19.05,19.05,19.05,3
CBF,202507,2025-07-07 10:13:00,19.05,19.05,19.05,19.05,1
